"","55","56","57","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","173","176","181","182"
"55",1,0.909090909090909,0.826446280991736,0.564473930053777,0.513158118230707,0.233253690104867,0.424097618372485,0.192771644714766,0.0700987798962785,0.0796577044275892,0.289664379736688,0.06583281357652,0.0598480123422909,0.0544072839475372,0.0329741114833559,0.0179858789909214,0.0272513318044263,0.0212348040034491,0.0150145078812266,0.00818973157157816,0.00744521051961651,0.0072518284281979,0.00439504753224115,0.00466141404934668,0.00401461497072919,0.00266705190363128,0.00191028511003893,0.00163738723717623,0.00148853385197839,0.00157874802482557,0.000978562825305103,0.000711682054767347,0.000671398164874856,0.000497679758578564,0.000525149095902707,0.00039902780692743,0.000426393350305228,0.000259940331202117,0.000275154771509091,0.000285316737502324,0.000195297018183409,0.00022865353368581,0.00015769209219711,0.000127265417635887,0.000134978473250183,9.45637343871174e-05,0.00011289646274037,8.19091469182754e-05,6.97670047461149e-05,6.51863428183397e-05,5.87166390690633e-05,5.05937838618806e-05,3.54989941678845e-05,3.5618519400773e-05,3.23804721825209e-05,2.85896909394397e-05,2.12511606448242e-05,1.92062589559814e-05,1.77720253326451e-05,2.04080673676308e-05,1.50458589794617e-05,1.31181332941612e-05,1.34162726872103e-05,1.25262496833905e-05,9.57585203069106e-06,1.08662150702877e-05,8.4415224512979e-06,9.81572378057897e-06,8.2814150928364e-06,7.58311395193848e-06,6.94405922606177e-06,7.58641239210895e-06,6.55190161136682e-06,5.85863035293605e-06,6.01643857793097e-06,6.21794609011047e-06,4.71056521978066e-06,4.6493890480952e-06,4.6716349287081e-06,4.63746414030584e-06,4.31507358509742e-06,3.26899514022531e-06,3.83702536597217e-06,2.96309876746629e-06,3.09279669331498e-06,3.16308752725396e-06,3.18520702045154e-06,2.38249086685098e-06,3.11102113192112e-06,3.11102113192112e-06,2.71942406636461e-06,1.97776295735608e-06,2.24745790608645e-06,2.41462419662181e-06,2.54170968065454e-06,2.50870046402266e-06,2.57491249973001e-06,2.59163271076721e-06,2.53726279375811e-06,3.33175922412681e-06,2.59617601880011e-06,2.47816801794556e-06,3.46596925586791e-06,1.95054546867026e-06,1.95987822210887e-06,2.41803157273173e-06,4.39642104133041e-06,3.99674640120947e-06,4.23897345582822e-06,1.15608366977133e-05,4.20394061735029e-06,4.77720524698898e-06,5.79055181453209e-06,7.89620701981648e-06,1.30515818509364e-05,9.80584661978688e-06,6.08865925687323e-06,5.53514477897564e-06
"56",1.1,1,0.909090909090909,0.620921323059155,0.564473930053777,0.256579059115353,0.466507380209733,0.212048809186242,0.0771086578859063,0.0876234748703481,0.318630817710357,0.072416094934172,0.06583281357652,0.0598480123422909,0.0362715226316914,0.0197844668900135,0.0299764649848689,0.023358284403794,0.0165159586693493,0.00900870472873598,0.00818973157157816,0.00797701127101769,0.00483455228546526,0.00512755545428134,0.00441607646780211,0.00293375709399441,0.00210131362104283,0.00180112596089385,0.00163738723717623,0.00173662282730812,0.00107641910783561,0.000782850260244081,0.000738537981362342,0.000547447734436421,0.000577664005492978,0.000438930587620173,0.000469032685335751,0.000285934364322329,0.00030267024866,0.000313848411252557,0.00021482672000175,0.00025151888705439,0.000173461301416821,0.000139991959399475,0.000148476320575201,0.000104020107825829,0.000124186109014407,9.01000616101029e-05,7.67437052207264e-05,7.17049771001736e-05,6.45883029759696e-05,5.56531622480686e-05,3.9048893584673e-05,3.91803713408503e-05,3.5618519400773e-05,3.14486600333836e-05,2.33762767093066e-05,2.11268848515795e-05,1.95492278659097e-05,2.24488741043939e-05,1.65504448774079e-05,1.44299466235773e-05,1.47578999559313e-05,1.37788746517295e-05,1.05334372337602e-05,1.19528365773165e-05,9.28567469642769e-06,1.07972961586369e-05,9.10955660212004e-06,8.34142534713232e-06,7.63846514866795e-06,8.34505363131984e-06,7.2070917725035e-06,6.44449338822966e-06,6.61808243572406e-06,6.83974069912152e-06,5.18162174175873e-06,5.11432795290472e-06,5.13879842157891e-06,5.10121055433642e-06,4.74658094360716e-06,3.59589465424784e-06,4.22072790256939e-06,3.25940864421292e-06,3.40207636264648e-06,3.47939627997936e-06,3.5037277224967e-06,2.62073995353608e-06,3.42212324511323e-06,3.42212324511323e-06,2.99136647300107e-06,2.17553925309169e-06,2.4722036966951e-06,2.65608661628399e-06,2.79588064871999e-06,2.75957051042493e-06,2.83240374970301e-06,2.85079598184393e-06,2.79098907313392e-06,3.66493514653949e-06,2.85579362068012e-06,2.72598481974011e-06,3.8125661814547e-06,2.14560001553728e-06,2.15586604431976e-06,2.6598347300049e-06,4.83606314546345e-06,4.39642104133041e-06,4.66287080141104e-06,1.27169203674847e-05,4.62433467908532e-06,5.25492577168788e-06,6.3696069959853e-06,8.68582772179813e-06,1.435674003603e-05,1.07864312817656e-05,6.69752518256055e-06,6.0886592568732e-06
"57",1.21,1.1,1,0.68301345536507,0.620921323059155,0.282236965026889,0.513158118230707,0.233253690104867,0.084819523674497,0.096385822357383,0.350493899481393,0.0796577044275892,0.072416094934172,0.06583281357652,0.0398986748948606,0.0217629135790149,0.0329741114833558,0.0256941128441734,0.0181675545362842,0.00990957520160958,0.00900870472873598,0.00877471239811946,0.00531800751401179,0.00564031099970948,0.00485768411458233,0.00322713280339385,0.00231144498314711,0.00198123855698324,0.00180112596089385,0.00191028511003894,0.00118406101861917,0.00086113528626849,0.000812391779498576,0.000602192507880063,0.000635430406042276,0.00048282364638219,0.000515935953869326,0.000314527800754562,0.000332937273526,0.000345233252377812,0.000236309392001925,0.000276670775759829,0.000190807431558503,0.000153991155339423,0.000163323952632721,0.000114422118608412,0.000136604719915847,9.91100677711132e-05,8.44180757427991e-05,7.8875474810191e-05,7.10471332735666e-05,6.12184784728755e-05,4.29537829431403e-05,4.30984084749353e-05,3.91803713408503e-05,3.4593526036722e-05,2.57139043802372e-05,2.32395733367375e-05,2.15041506525006e-05,2.46937615148332e-05,1.82054893651487e-05,1.58729412859351e-05,1.62336899515245e-05,1.51567621169025e-05,1.15867809571362e-05,1.31481202350482e-05,1.02142421660705e-05,1.18770257745005e-05,1.0020512262332e-05,9.17556788184555e-06,8.40231166353474e-06,9.17955899445182e-06,7.92780094975385e-06,7.08894272705262e-06,7.27989067929647e-06,7.52371476903367e-06,5.6997839159346e-06,5.62576074819519e-06,5.6526782637368e-06,5.61133160977007e-06,5.22123903796787e-06,3.95548411967263e-06,4.64280069282633e-06,3.58534950863422e-06,3.74228399891113e-06,3.8273359079773e-06,3.85410049474637e-06,2.88281394888969e-06,3.76433556962455e-06,3.76433556962455e-06,3.29050312030117e-06,2.39309317840086e-06,2.71942406636461e-06,2.92169527791239e-06,3.07546871359199e-06,3.03552756146742e-06,3.11564412467331e-06,3.13587558002833e-06,3.07008798044732e-06,4.03142866119344e-06,3.14137298274813e-06,2.99858330171413e-06,4.19382279960017e-06,2.36016001709101e-06,2.37145264875173e-06,2.92581820300539e-06,5.31966946000979e-06,4.83606314546345e-06,5.12915788155214e-06,1.39886124042331e-05,5.08676814699385e-06,5.78041834885667e-06,7.00656769558383e-06,9.55441049397795e-06,1.5792414039633e-05,1.18650744099421e-05,7.36727770081661e-06,6.69752518256052e-06
"61",1.771561,1.61051,1.4641,1,0.909090909090909,0.413223140495868,0.751314800901578,0.341506727682535,0.124184264611831,0.141118482513444,0.513158118230707,0.116626845052433,0.106024404593121,0.0963858223573829,0.0584156499135654,0.0318630817710357,0.0482773966227813,0.0376187506151543,0.0265991165965737,0.0145086090526766,0.0131896445933424,0.0128470564220867,0.00778609480126466,0.00825797933467465,0.00711213531215998,0.00472484513744894,0.00338418659982569,0.00290073137127916,0.00263702851934469,0.00279684842960801,0.00173358373736033,0.0012607881726257,0.00118942280436387,0.0008816700507872,0.000930333657486497,0.000706902100668165,0.00075538183006008,0.000460500153084754,0.000487453462169417,0.000505456004806355,0.000345980580830019,0.000405073682789967,0.000279361160544804,0.000225458450532449,0.000239122599049567,0.000167525423854576,0.000200002970428792,0.000145107050223687,0.000123596504695032,0.000115481582669601,0.000104020107825829,8.96299743321371e-05,6.28886336070517e-05,6.31003798481528e-05,5.7363981680139e-05,5.06483814703647e-05,3.76477274031053e-05,3.40250593223174e-05,3.14842269703262e-05,3.61541362338674e-05,2.66546569795142e-05,2.32395733367375e-05,2.3767745458027e-05,2.21910154153569e-05,1.69642059993431e-05,1.9250162836134e-05,1.49546719553438e-05,1.73891534364463e-05,1.46710320032804e-05,1.34339489358101e-05,1.23018245065812e-05,1.34397923237769e-05,1.16070933705346e-05,1.03789210466777e-05,1.0658487943558e-05,1.10154707933422e-05,8.34505363131986e-06,8.23667631143258e-06,8.27608624593705e-06,8.21555060986436e-06,7.64441607548877e-06,5.7912242996127e-06,6.79752449436703e-06,5.24931021559136e-06,5.47907800280579e-06,5.60360250286956e-06,5.64278853435815e-06,4.2207279025694e-06,5.51136370748731e-06,5.51136370748731e-06,4.81762561843295e-06,3.5037277224967e-06,3.98150877556442e-06,4.27765405639153e-06,4.50279374357004e-06,4.44431590274445e-06,4.56161456293419e-06,4.59123543671948e-06,4.49491581217292e-06,5.90241470285332e-06,4.59928418404154e-06,4.39022581203965e-06,6.14017596089461e-06,3.45551028102295e-06,3.47204382303741e-06,4.28369043102019e-06,7.78852805640034e-06,7.08048005127304e-06,7.5096000543805e-06,2.04807274210377e-05,7.4475372440137e-06,8.46311050456105e-06,1.02583157631043e-05,1.39886124042331e-05,2.31216733954267e-05,1.73716554435963e-05,1.07864312817656e-05,9.80584661978687e-06
"62",1.9487171,1.771561,1.61051,1.1,1,0.454545454545455,0.826446280991736,0.375657400450789,0.136602691073014,0.155230330764789,0.564473930053778,0.128289529557677,0.116626845052433,0.106024404593121,0.0642572149049219,0.0350493899481393,0.0531051362850594,0.0413806256766697,0.0292590282562311,0.0159594699579442,0.0145086090526766,0.0141317620642954,0.00856470428139113,0.00908377726814211,0.00782334884337598,0.00519732965119384,0.00372260525980826,0.00319080450840708,0.00290073137127916,0.00307653327256881,0.00190694211109637,0.00138686698988827,0.00130836508480025,0.00096983705586592,0.00102336702323515,0.000777592310734982,0.000830920013066088,0.00050655016839323,0.000536198808386358,0.000556001605286991,0.000380578638913021,0.000445581051068963,0.000307297276599285,0.000248004295585694,0.000263034858954524,0.000184277966240034,0.000220003267471672,0.000159617755246056,0.000135956155164535,0.000127029740936561,0.000114422118608412,9.85929717653508e-05,6.91774969677569e-05,6.94104178329681e-05,6.31003798481529e-05,5.57132196174012e-05,4.14125001434159e-05,3.74275652545491e-05,3.46326496673588e-05,3.97695498572541e-05,2.93201226774656e-05,2.55635306704113e-05,2.61445200038297e-05,2.44101169568926e-05,1.86606265992774e-05,2.11751791197474e-05,1.64501391508781e-05,1.91280687800909e-05,1.61381352036084e-05,1.47773438293911e-05,1.35320069572393e-05,1.47837715561546e-05,1.27678027075881e-05,1.14168131513455e-05,1.17243367379138e-05,1.21170178726764e-05,9.17955899445184e-06,9.06034394257584e-06,9.10369487053075e-06,9.03710567085079e-06,8.40885768303765e-06,6.37034672957397e-06,7.47727694380373e-06,5.77424123715049e-06,6.02698580308637e-06,6.16396275315652e-06,6.20706738779397e-06,4.64280069282634e-06,6.06250007823604e-06,6.06250007823604e-06,5.29938818027625e-06,3.85410049474637e-06,4.37965965312087e-06,4.70541946203069e-06,4.95307311792704e-06,4.8887474930189e-06,5.01777601922761e-06,5.05035898039142e-06,4.94440739339021e-06,6.49265617313865e-06,5.0592126024457e-06,4.82924839324362e-06,6.75419355698408e-06,3.80106130912524e-06,3.81924820534116e-06,4.71205947412221e-06,8.56738086204037e-06,7.78852805640035e-06,8.26056005981854e-06,2.25288001631415e-05,8.19229096841507e-06,9.30942155501715e-06,1.12841473394147e-05,1.53874736446564e-05,2.54338407349694e-05,1.91088209879559e-05,1.18650744099422e-05,1.07864312817656e-05
"63",4.28717762,3.8974342,3.543122,2.42,2.2,1,1.81818181818182,0.826446280991736,0.300525920360631,0.341506727682535,1.24184264611831,0.282236965026889,0.256579059115353,0.233253690104867,0.141365872790828,0.0771086578859063,0.116831299827131,0.0910373764886733,0.0643698621637085,0.0351108339074773,0.0319189399158885,0.0310898765414498,0.0188423494190605,0.0199843099899126,0.0172113674554272,0.0114341252326264,0.00818973157157816,0.00701976991849557,0.00638160901681415,0.00676837319965138,0.00419527264441201,0.00305110737775418,0.00287840318656055,0.00213364152290502,0.00225140745111732,0.00171070308361696,0.00182802402874539,0.00111441037046511,0.00117963737844999,0.00122320353163138,0.000837273005608645,0.000980278312351719,0.000676054008518426,0.000545609450288526,0.000578676689699952,0.000405411525728074,0.000484007188437678,0.000351159061541322,0.000299103541361978,0.000279465430060434,0.000251728660938506,0.000216904537883772,0.000152190493329065,0.00015270291923253,0.000138820835665936,0.000122569083158283,9.11075003155149e-05,8.23406435600081e-05,7.61918292681893e-05,8.7493009685959e-05,6.45042698904243e-05,5.62397674749048e-05,5.75179440084253e-05,5.37022573051637e-05,4.10533785184103e-05,4.65853940634443e-05,3.61903061319319e-05,4.20817513161999e-05,3.55038974479384e-05,3.25101564246604e-05,2.97704153059266e-05,3.25242974235401e-05,2.80891659566938e-05,2.51169889329601e-05,2.57935408234103e-05,2.66574393198881e-05,2.0195029787794e-05,1.99327566736668e-05,2.00281287151676e-05,1.98816324758717e-05,1.84994869026828e-05,1.40147628050627e-05,1.64500092763682e-05,1.27033307217311e-05,1.325936876679e-05,1.35607180569443e-05,1.36555482531467e-05,1.02141615242179e-05,1.33375001721193e-05,1.33375001721193e-05,1.16586539966077e-05,8.479021088442e-06,9.6352512368659e-06,1.03519228164675e-05,1.08967608594395e-05,1.07552444846416e-05,1.10391072423007e-05,1.11107897568611e-05,1.08776962654585e-05,1.4283843580905e-05,1.11302677253805e-05,1.0624346465136e-05,1.4859225825365e-05,8.36233488007553e-06,8.40234605175054e-06,1.03665308430689e-05,1.88482378964888e-05,1.71347617240808e-05,1.81732321316008e-05,4.95633603589113e-05,1.80230401305132e-05,2.04807274210377e-05,2.48251241467124e-05,3.38524420182441e-05,5.59544496169326e-05,4.20394061735029e-05,2.61031637018727e-05,2.37301488198842e-05
"64",2.357947691,2.14358881,1.9487171,1.331,1.21,0.55,1,0.454545454545455,0.165289256198347,0.187828700225394,0.683013455365071,0.155230330764789,0.141118482513444,0.128289529557677,0.0777512300349555,0.0424097618372485,0.0642572149049219,0.0500705570687703,0.0354034241900396,0.0193109586491125,0.0175554169537387,0.0170994320977974,0.0103632921804833,0.010991370494452,0.00946625210048494,0.00628876887794454,0.00450435236436799,0.00386087345517256,0.00350988495924778,0.00372260525980826,0.0023073999544266,0.0016781090577648,0.0015831217526083,0.00117350283759776,0.00123827409811453,0.000940886695989327,0.00100541321580997,0.000612925703755808,0.000648800558147493,0.000672761942397258,0.000460500153084755,0.000539153071793445,0.000371829704685134,0.000300085197658689,0.000318272179334973,0.000222976339150441,0.000266203953640723,0.000193137483847727,0.000164506947749088,0.000153705986533238,0.000138450763516178,0.000119297495836074,8.37047713309858e-05,8.39866055778914e-05,7.6351459616265e-05,6.74129957370554e-05,5.01091251735332e-05,4.52873539580044e-05,4.19055060975041e-05,4.81211553272775e-05,3.54773484397333e-05,3.09318721111976e-05,3.16348692046339e-05,2.953624151784e-05,2.25793581851256e-05,2.56219667348944e-05,1.99046683725626e-05,2.314496322391e-05,1.95271435963661e-05,1.78805860335632e-05,1.63737284182596e-05,1.78883635829471e-05,1.54490412761816e-05,1.38143439131281e-05,1.41864474528757e-05,1.46615916259385e-05,1.11072663832867e-05,1.09630161705168e-05,1.10154707933422e-05,1.09348978617295e-05,1.01747177964755e-05,7.7081195427845e-06,9.04750510200251e-06,6.98683189695209e-06,7.2926528217345e-06,7.45839493131938e-06,7.5105515392307e-06,5.61778883831986e-06,7.3356250946656e-06,7.33562509466561e-06,6.41225969813426e-06,4.6634615986431e-06,5.29938818027625e-06,5.69355754905713e-06,5.99321847269172e-06,5.91538446655286e-06,6.07150898326541e-06,6.11093436627362e-06,5.98273294600215e-06,7.85611396949777e-06,6.12164724895929e-06,5.84339055582478e-06,8.17257420395073e-06,4.59928418404154e-06,4.6212903284628e-06,5.70159196368787e-06,1.03665308430689e-05,9.42411894824442e-06,9.99527767238043e-06,2.72598481974012e-05,9.91267207178223e-06,1.12644000815708e-05,1.36538182806918e-05,1.86188431100343e-05,3.07749472893129e-05,2.31216733954266e-05,1.435674003603e-05,1.30515818509363e-05
"65",5.1874849202,4.715895382,4.28717762,2.9282,2.662,1.21,2.2,1,0.363636363636364,0.413223140495868,1.50262960180316,0.341506727682535,0.310460661529577,0.282236965026889,0.171052706076902,0.0933014760419467,0.141365872790828,0.110155225551295,0.0778875332180872,0.0424841090280476,0.0386219172982251,0.0376187506151543,0.0227992427970632,0.0241810150877943,0.0208257546210669,0.013835291531478,0.00990957520160957,0.00849392160137964,0.00772174691034512,0.00818973157157817,0.00507627989973853,0.00369183992708256,0.00348286785573827,0.00258170624271508,0.00272420301585196,0.00206995073117652,0.00221190907478193,0.00134843654826278,0.00142736122792449,0.00148007627327397,0.00101310033678646,0.00118613675794558,0.000818025350307295,0.000660187434849117,0.000700198794536941,0.00049054794613097,0.00058564869800959,0.000424902464465,0.000361915285047993,0.000338153170373125,0.000304591679735592,0.000262454490839364,0.000184150496928169,0.000184770532271361,0.000167973211155783,0.000148308590621522,0.000110240075381773,9.96321787076097e-05,9.21921134145091e-05,0.00010586654172001,7.80501665674134e-05,6.80501186446348e-05,6.95967122501946e-05,6.49797313392481e-05,4.96745880072764e-05,5.63683268167676e-05,4.37902704196376e-05,5.09189190926019e-05,4.29597159120055e-05,3.93372892738391e-05,3.60222025201711e-05,3.93543998824836e-05,3.39878908075995e-05,3.03915566088818e-05,3.12101843963264e-05,3.22555015770646e-05,2.44359860432308e-05,2.41186355751369e-05,2.42340357453529e-05,2.40567752958048e-05,2.23843791522462e-05,1.69578629941259e-05,1.99045112244055e-05,1.53710301732946e-05,1.60438362078159e-05,1.64084688489026e-05,1.65232133863075e-05,1.23591354443037e-05,1.61383752082643e-05,1.61383752082643e-05,1.41069713358954e-05,1.02596155170148e-05,1.16586539966077e-05,1.25258266079257e-05,1.31850806399218e-05,1.30138458264163e-05,1.33573197631839e-05,1.3444055605802e-05,1.31620124812047e-05,1.72834507328951e-05,1.34676239477104e-05,1.28554592228145e-05,1.79796632486916e-05,1.01184252048914e-05,1.01668387226182e-05,1.25435023201133e-05,2.28063678547515e-05,2.07330616861377e-05,2.1989610879237e-05,5.99716660342827e-05,2.18078785579209e-05,2.47816801794557e-05,3.0038400217522e-05,4.09614548420754e-05,6.77048840364884e-05,5.08676814699386e-05,3.1584828079266e-05,2.87134800720599e-05
"66",14.26558353055,12.9687123005,11.789738455,8.05255,7.3205,3.3275,6.05,2.75,1,1.13636363636364,4.13223140495868,0.939143501126973,0.853766819206338,0.776151653823944,0.470394941711481,0.256579059115353,0.388756150174777,0.30292687026606,0.21419071634974,0.116831299827131,0.106210272570119,0.103451564191674,0.0626979176919237,0.0664977914914343,0.0572708252079339,0.0380470517115645,0.0272513318044263,0.023358284403794,0.0212348040034491,0.02252176182184,0.013959769724281,0.010152559799477,0.00957788660328025,0.00709969216746647,0.00749155829359289,0.00569236451073543,0.0060827499556503,0.00370820050772264,0.00392524337679233,0.00407020975150341,0.00278602592616277,0.00326187608435034,0.00224956971334506,0.00181551544583507,0.00192554668497659,0.00134900685186017,0.00161053391952637,0.00116848177727875,0.000995267033881981,0.000929921218526093,0.000837627119272878,0.00072174984980825,0.000506413866552464,0.000508118963746243,0.000461926330678403,0.000407848624209185,0.000303160207299876,0.000273988491445927,0.0002535283118899,0.000291132989730029,0.000214637958060387,0.000187137826272746,0.000191390958688035,0.000178694261182932,0.00013660511702001,0.000155012898746111,0.000120423243654003,0.000140027027504655,0.000118139218758015,0.000108177545503057,9.90610569304706e-05,0.00010822459967683,9.34666997208986e-05,8.35767806744249e-05,8.58280070898977e-05,8.87026293369277e-05,6.71989616188847e-05,6.63262478316264e-05,6.66435982997203e-05,6.61561320634632e-05,6.15570426686771e-05,4.66341232338462e-05,5.47374058671152e-05,4.22703329765602e-05,4.41205495714937e-05,4.51232893344823e-05,4.54388368123457e-05,3.39876224718352e-05,4.43805318227269e-05,4.43805318227269e-05,3.87941711737123e-05,2.82139426717908e-05,3.20612984906713e-05,3.44460231717956e-05,3.62589717597849e-05,3.57880760226448e-05,3.67326293487557e-05,3.69711529159554e-05,3.6195534323313e-05,4.75294895154615e-05,3.70359658562037e-05,3.53525128627399e-05,4.94440739339019e-05,2.78256693134513e-05,2.79588064871999e-05,3.44946313803116e-05,6.27175116005665e-05,5.70159196368787e-05,6.04714299179016e-05,0.000164922081594277,5.99716660342825e-05,6.81496204935031e-05,8.26056005981855e-05,0.000112644000815707,0.000186188431100343,0.000139886124042331,8.68582772179816e-05,7.89620701981647e-05
