generation,leftchild,rightchild,abstime,betainit,betashift
1663000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.301039,26804.4,0.232851
1663000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,4.40104,681.025,0.171104
1664000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.60143,-0.102604
1664000,Carex_blepharicarpa|KOR|spm00000323,NA,32.1002,0.546601,0.0486441
1664000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.840527,26804.4,0.232851
1664000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,7.13869,681.025,0.171104
1665000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.362691,-0.104093
1665000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.0170332,26925.8,0.248534
1665000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,4.47596,702.778,0.175785
1666000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,680.689,0.159136
1666000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.655374,26938.3,0.244721
1667000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,1.12056,-0.0205068
1667000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,2.573,27053.2,0.280242
1667000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.820072,660.649,0.17792
1668000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,2.49708,-0.0470825
1668000,Carex_vernacula|CAL|spm00005382,NA,31.5483,1.17166,-0.0293569
1668000,Carex_inversa|NZ|NCBI_AUTHOR_Gardner_286,NA,33.8252,0.0398124,-0.00515497
1668000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.35078,27053.2,0.280242
1668000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.187482,699.85,0.17792
1669000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,1.19611,0.0111382
1669000,Carex_curvula_ssp_curvula|SPA|spm00003091,NA,33.5798,0.8436,0.0567975
1669000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.531456,27053.2,0.267009
1669000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,3.7244,699.85,0.17792
1670000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,1.18824,0.0111382
1670000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.104233,27053.2,0.257537
1670000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,4.46288,699.85,0.178844
1671000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.547271,0.0193563
1671000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.419961,27053.2,0.257537
1671000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,3.9671,671.505,0.195597
1672000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.654344,0.0193563
1672000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.80662,26901.5,0.257537
1672000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,3.75032,671.505,0.195597
1673000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.223129,0.0341699
1673000,Carex_bulbostylis|MSI|spm00000648,NA,33.4903,0.769713,0.0120671
1673000,Carex_grayi|TEN|spm00000924,NA,34.0847,1.98266,0.00596556
1673000,Carex_depauperata|YUG|spm00000574,NA,29.7389,1.92786,0.0310478
1673000,Carex_echinata_ssp_echinata|ASK|spm00001633,NA,32.9797,1.00962,-0.0187859
1673000,Carex_gibba|CHH|spm00005244,NA,29.6265,0.217177,-0.0702642
1673000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.450314,26901.5,0.257537
1673000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,1.73,671.505,0.195597
1674000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.223389,0.0341699
1674000,Carex_depauperata|YUG|spm00000574,NA,29.4579,0.813606,0.0310478
1674000,Carex_macrandrolepis|KOR|spm00000337,NA,28.9258,0.700484,0.00675284
1674000,Carex_tonsa||spm00001317,NA,34.1465,0.407925,0.0395606
1674000,Carex_concinna|MAN|NCBI_Kuzmina_2468,NA,33.3692,2.87642,0.0146487
1674000,Carex_albata|JAP|spm00005254,NA,33.6367,0.180153,-0.00740882
1674000,Carex_oedipostyla|SPA|spm00000587,NA,29.4188,0.873562,0.0207155
1674000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.068482,26901.5,0.257537
1674000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,3.27927,666.204,0.180001
1675000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.360794,0.0178066
1675000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.05513,26914.4,0.273518
1675000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,1.46993,673.093,0.154504
1676000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.355438,-0.0500075
1676000,Carex_mertensii|ASK|spm00001056,NA,33.3083,1.65502,0.0252996
1676000,Carex_metallica|JAP|NCBI_AUTHOR_Senni_586,NA,32.0897,0.769589,-0.000197188
1676000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.494792,26901.5,0.256794
1676000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.870609,666.204,0.180001
1677000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.554847,-0.0663708
1677000,Carex_curvula_ssp_curvula|SPA|spm00003091,NA,32.4287,0.0448907,-0.0546027
1677000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.56865,26914.4,0.273518
1677000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,1.4329,675.322,0.154504
1678000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.387437,0.0747955
1678000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.466687,26914.4,0.273518
1678000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.622839,704.403,0.154504
1679000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.376209,0.112001
1679000,Carex_leptalea|MIC|spm00001032,NA,30.9732,2.40093,0.0241496
1679000,Carex_satsumensis|TAI|spm00005838,NA,23.7462,0.0486568,-0.095739
1679000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.304228,26800.5,0.269789
1679000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.716363,694.284,0.140536
1680000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,1.56273,-0.0483453
1680000,Carex_tomentosa|SPA|spm00000568,NA,33.4152,2.26559,-0.00664649
1680000,Carex_lancea|CPP|spm00003764,NA,29.4656,2.07958,-0.0131228
1680000,Carex_schweickerdtii|NAT|spm00007770,NA,27.3143,2.41749,-0.0214557
1680000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.41189,26800.5,0.269789
1680000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.154028,694.284,0.17234
1681000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.504877,-0.0855509
1681000,Carex_tomentosa|SPA|spm00000568,NA,33.072,0.768911,-0.00664649
1681000,Carex_chordorrhiza|BRC|spm00001925,NA,33.4916,0.0493224,0.00539589
1681000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.757369,26914.4,0.273518
1681000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.277166,704.403,0.186308
1682000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.873983,-0.0483453
1682000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.69743,26800.5,0.269789
1682000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.319685,694.284,0.15618
1683000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.630922,-0.0691877
1683000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.0168436,26901.5,0.256794
1683000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.983678,663.86,0.143472
1684000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,680.481,0.18769
1684000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.95953,27048.9,0.243426
1685000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,662.965,0.18769
1685000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.038157,26972.9,0.23
1686000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,662.965,0.188532
1686000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.704225,26972.9,0.23
1687000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,2.78018,-0.111727
1687000,Carex_microglochin|NOR|spm00001705,NA,27.6813,2.54579,-0.0125748
1687000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.79267,26914.4,0.260092
1687000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.623839,670.732,0.166857
1688000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,2.54392,-0.0629771
1688000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,2.36739,26901.5,0.243368
1688000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,2.1079,698.24,0.140182
1689000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,1.37099,0.0816416
1689000,Carex_gibba|CHH|spm00005244,NA,27.8815,0.433557,0.0432579
1689000,Carex_schweickerdtii|NAT|spm00007770,NA,30.0766,0.038073,-0.00635821
1689000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.05318,26901.5,0.243368
1689000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,2.77773,698.24,0.140182
1690000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,1.32699,0.0151777
1690000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.281294,26901.5,0.266509
1690000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,1.41807,698.24,0.140182
1691000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,2.00089,-0.0303325
1691000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.113023,27075.2,0.279504
1691000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,3.00914,657.835,0.15289
1692000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.764557,-0.0390059
1692000,Carex_mucronata|ITA|spm00000534,NA,33.4944,3.018,0.0779316
1692000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.381,26901.5,0.259903
1692000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.440879,701.195,0.140182
1693000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,1.22365,-0.0390059
1693000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.162732,26901.5,0.259903
1693000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.0841134,675.896,0.140182
1694000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.667692,-0.0626929
1694000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,2.28856,26901.5,0.259903
1694000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.781446,672.081,0.140182
1695000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.719469,-0.0626929
1695000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.276772,26901.5,0.259903
1695000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,2.136,654.036,0.140182
1696000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,2.05694,-0.0626929
1696000,Carex_asturica|SPA|spm00004385,NA,32.5173,1.49555,0.0152109
1696000,Carex_richardsonii|MRY|spm00001220,NA,33.2445,1.36314,0.0261607
1696000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.99741,26901.5,0.252127
1696000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.107134,690.398,0.140182
1697000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.908119,-0.0572587
1697000,Carex_sprengelii|NBR|spm00001766,NA,32.0569,2.34801,-0.00923385
1697000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.70525,26914.4,0.268851
1697000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,1.16561,710.989,0.166857
1698000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,3.24093,-0.0572587
1698000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.48461,26914.4,0.268851
1698000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.170224,667.28,0.166857
1699000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.820683,-0.0432497
1699000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.02555,26901.5,0.252127
1699000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,3.05154,660.588,0.140182
1700000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.365654,-0.0154537
1700000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.65845,26901.5,0.252127
1700000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,1.87449,669.256,0.140182
1701000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.42875,-0.0154537
1701000,Carex_nervina|CAL|spm00001840,NA,32.8874,1.27658,-0.0453288
1701000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.72927,26901.5,0.252127
1701000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,6.56145,669.256,0.140182
1702000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.161156,-0.0100195
1702000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.26104,26914.4,0.268851
1702000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,7.45676,687.507,0.166857
1703000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.866897,-0.0154537
1703000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,3.85577,26986.2,0.252127
1703000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,5.16386,678.477,0.140182
1704000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.364998,-0.0154537
1704000,Carex_orestera|CAL|spm00008033,NA,34.1405,2.40096,-0.0111806
1704000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,4.27683,26986.2,0.252127
1704000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,2.7506,716.721,0.152784
1705000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.264183,-0.0433323
1705000,Carex_frankii|ALA|spm00000939,NA,30.2668,2.97896,-0.0226993
1705000,Carex_gibba|CHH|spm00005244,NA,33.544,0.268071,-0.0786469
1705000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,2.50221,26986.2,0.252127
1705000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.859902,663.269,0.191589
1706000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.0807543,-0.0346589
1706000,Carex_gmelinii|ASK|spm00001629,NA,33.9772,0.799981,0.0298627
1706000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.93183,26914.8,0.272897
1706000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.4381,708.88,0.204296
1707000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.109468,-0.0346589
1707000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.24835,26914.8,0.272897
1707000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.416789,690.992,0.204296
1708000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.133264,-0.0378981
1708000,Carex_caudata|SPA|spm00000529,NA,34.0448,0.200555,0.0405003
1708000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.937761,26914.4,0.268851
1708000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,2.42965,642.742,0.17946
1709000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.306852,-0.0346589
1709000,Carex_pulicaris|GRB|spm00005180,NA,28.921,1.00138,0.0333315
1709000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,2.18291,26999.8,0.289561
1709000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,0.412367,640.409,0.214399
1710000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.137291,-0.00608812
1710000,Carex_lancea|CPP|spm00003764,NA,32.9924,0.0651478,-0.00501561
1710000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.315967,26999.8,0.289561
1710000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,2.4885,692.195,0.214399
1711000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,681.231,0.171667
1711000,Carex_appendiculata|KHA|spm00006476,NA,34.1678,0.162383,-0.0297535
1711000,Carex_longicruris|EHM|spm00005770,NA,33.7593,1.42457,-0.0761239
1711000,Carex_baldensis|SWI|spm00005242,NA,26.1047,0.852792,0.00466058
1711000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,3.35186,26968.8,0.267995
1712000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,681.231,0.171667
1712000,Carex_mannii_ssp_friesiorum|KEN|spm00004355,NA,34.1026,1.62283,-0.0235527
1712000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.690891,26968.8,0.267995
1713000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,681.231,0.171667
1713000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.00459,26968.8,0.267995
1714000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,651.737,0.171667
1714000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.417865,26968.8,0.267995
1715000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,658.479,0.171667
1715000,Carex_mollicula|JAP|NCBI_Waterway_3667,NA,33.1672,0.640444,0.040482
1715000,Carex_alatauensis|AFG|spm00003401,NA,30.9433,0.59772,0.0533171
1715000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,2.00303,26968.8,0.267995
1716000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,672.472,0.171667
1716000,Carex_strigosa|AUT|spm00003302,NA,33.4466,0.349379,0.0315242
1716000,Carex_macrolepis|ITA|spm00000536,NA,33.476,1.68357,0.0363938
1716000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,2.70606,26968.8,0.277263
1717000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,655.394,0.171667
1717000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.8525,26968.8,0.277263
1718000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,665.067,0.183634
1718000,Carex_latebracteata|ARK|spm00001383,NA,32.6711,0.77626,-0.121181
1718000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,1.35207,26968.8,0.277263
1719000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.0369813,-0.142048
1719000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,0.821403,27071.4,0.296783
1719000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,5.44997,681.348,0.212826
1720000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,0.00344226,-1.34889e-05
1720000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_satsumensis|TAI|spm00005838,3.38397,26999.8,0.255119
1720000,Carex_okamotoi|KOR|NCBI_Hoshino_2100,Carex_lingii|CH|NCBI_Yang_3761,4.57835,682.66,0.216492
1721000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,659.324,0.183634
1721000,Carex_normalis|ALA|spm00001059,NA,34.0223,0.24382,0.0477264
