"","1","2","3","4","5","6","7","8","9","10"
"1",1,0.305387681625305,0.426003237624606,0.724618335894923,1.65526220050208,4.04024148565889,9.24569368191532,23.2142958247225,147.727337066416,402.892737453861
"2",3.27452631578947,1,1.39495881221329,2.3727818097915,5.42019963507567,13.2298770669344,30.2752672691602,76.0158225805753,483.737052785479,1319.28287123313
"3",2.3474,0.716867043847242,1,1.70096908167974,3.88556248945859,9.48406286343567,21.703341348928,54.4932380189535,346.775151029704,945.750411899192
"4",1.38003684210526,0.421446251768034,0.587900162778079,1,2.28432282003711,5.57568210121137,12.759397911863,32.0365835016474,203.869167737756,556.006821102971
"5",0.604133894736842,0.18449504950495,0.257362995116658,0.437766497461929,1,2.44084682440847,5.58563693359932,14.0245429501628,89.2470915010359,243.401158639189
"6",0.247509957894737,0.0755864922206507,0.105440043407488,0.179350253807107,0.40969387755102,1,2.2884012539185,5.74576938213302,36.5639869772101,99.7199644833003
"7",0.108158461052632,0.033030261669024,0.0460758545849159,0.0783736040609137,0.179030612244898,0.436986301369863,1,2.51082251082251,15.9779614325069,43.5762584522915
"8",0.0430769043157895,0.0131551559405941,0.0183509007053717,0.0312143147208122,0.0713035714285714,0.174041095890411,0.398275862068966,1,6.36363636363636,17.3553719008264
"9",0.00676922782105263,0.00206723879066478,0.00288371296798698,0.00490510659898477,0.0112048469387755,0.0273493150684932,0.0625862068965517,0.157142857142857,1,2.72727272727273
"10",0.00248205020105263,0.000757987556577086,0.00105736142159523,0.00179853908629442,0.00410844387755102,0.0100280821917808,0.022948275862069,0.0576190476190476,0.366666666666667,1
