"","shifts","prob"
"1",0,0.285
"2",1,0.203
"3",2,0.147
"4",3,0.106
"5",4,0.0785
"6",5,0.0541
"7",6,0.0345
"8",7,0.026
"9",8,0.0207
"10",9,0.0158
"11",10,0.0102
"12",11,0.00565
"13",12,0.00435
"14",13,0.00329
"15",14,0.002
"16",15,0.002
"17",16,0.000823
"18",17,0.000823
"19",18,0.000235
"20",19,0.000235
"21",20,0.000235
"22",26,0.000235
"23",30,0.000235
