generation,leftchild,rightchild,abstime,betainit,betashift
33000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,410.474,0.127445
34000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,409.424,0.117074
34000,Carex_nebraskensis||NCBI_Janeway_2159,NA,33.8564,0.26733,-0.0146858
34000,Carex_inopinata|NZ|NCBI_AUTHOR_Gardner_285,NA,33.2504,0.608914,0.0381207
34000,Carex_brunnea|CHC|spm00007866,NA,30.3413,0.213995,-0.0198139
34000,Carex_paniculata_ssp_lusitanica|SPA|spm00002563,NA,32.6882,0.288022,-0.0862563
35000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,418.74,0.173467
36000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,418.74,0.141404
37000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,422.741,0.135785
37000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,33.1129,0.821901,0.0243861
37000,Carex_satsumensis|TAI|spm00005838,NA,32.4837,1.84569,-0.0382636
38000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,415.906,0.141404
39000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,391.565,0.126622
40000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,427.062,0.126622
40000,Carex_scabriuscula|CAL|spm00001246,NA,33.1598,1.3064,-0.0352269
41000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,409.069,0.191147
41000,Carex_retrorsa|MIC|spm00001210,NA,33.7191,0.497553,0.0416496
41000,Carex_blepharicarpa|KOR|spm00000323,NA,33.5475,0.176236,-0.0434807
41000,Carex_fusiformis|EHM|spm00005727,NA,33.0488,1.17446,-0.0334089
42000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,435.146,0.173879
42000,Carex_stenantha_var_taisetsuensis|SAK|spm00006798,NA,30.0459,1.58463,0.0827936
42000,Carex_pedunculata|MAS|spm00001147,NA,29.723,1.31398,-0.0571633
42000,Carex_longicruris|EHM|spm00005770,NA,27.7613,0.156203,0.0293445
43000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,424.944,0.113402
43000,Carex_dissitiflora|JAP|spm00007871,NA,27.9566,0.201624,0.0132713
44000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,413.774,0.113402
45000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,413.774,0.113402
45000,Carex_tomentosa|SPA|spm00000568,NA,29.4372,0.423595,0.0418455
46000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.64,0.113402
47000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,416.236,0.167259
47000,Carex_jackiana_ssp_parciflora|JAP|NCBI_Waterway_3674,NA,34.0504,0.140821,0.00891459
48000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.269,0.123319
48000,Carex_brownii|JAP|NCBI_Waterway_3655,NA,32.7922,0.642962,-0.00148594
48000,Carex_paulovargasii|MOR|spm00004349,NA,33.7414,0.274967,0.0649097
49000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.269,0.123319
49000,Carex_acutiformis|TVL|spm00002122,NA,34.067,1.1055,0.0807108
49000,Carex_brevicollis|TCS|spm00003478,NA,33.6408,0.401112,0.0242656
49000,Carex_laeviculmis|CAL|spm00001397,NA,31.7297,0.234091,-0.022785
49000,Carex_rupestris|FRA|spm00005213,NA,29.3998,0.395681,-0.0150471
49000,Carex_anthoxanthea|WAS|spm00001568,NA,29.982,0.02662,-0.0364559
49000,Carex_densifimbriata|CH|NCBI_Liuo_2556,NA,30.6399,1.71066,0.0623118
50000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,422.945,0.13865
50000,Carex_swanii|ARK|spm00001304,NA,33.7407,0.106341,0.0862223
50000,Carex_acaulis|CLS|spm00000518,NA,30.9871,0.0640918,0.0470269
50000,Carex_phaeocephala|NEV|spm00001193,NA,33.2207,1.29617,0.0132993
51000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,416.734,0.134723
51000,Carex_liparocarpos_ssp_liparocarpos|SPA|spm00000556,NA,32.7048,0.540113,0.0961164
51000,Carex_filifolia_var_filifolia|CAL|spm00001432,NA,30.5056,0.200606,-0.0930703
52000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,441.105,0.133961
53000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,405.442,0.123319
53000,Carex_helodes|POR|NCBI_Jose_2346,NA,33.7505,2.19217,-0.0711139
53000,Carex_brysonii|ALA|spm00000655,NA,33.9226,3.7652,0.0406859
53000,Carex_concinna|MAN|NCBI_Kuzmina_2468,NA,32.9696,0.362154,-0.00163033
53000,Carex_annectens|ALA|spm00000730,NA,33.9584,0.731425,0.030463
53000,Carex_anthoxanthea|WAS|spm00001568,NA,28.6032,0.212813,-0.0898646
53000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,31.5607,0.66597,0.11113
53000,Carex_satsumensis|TAI|spm00005838,NA,10.7465,0.361975,0.0453025
54000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,393.731,0.123319
54000,Carex_mertensii|ASK|spm00001056,NA,33.984,1.29324,0.00707901
54000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,31.9878,0.758852,-0.00617557
55000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,404.677,0.123319
55000,Carex_hispida|KRI|spm00000549,NA,32.9463,0.199482,0.111086
55000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,32.3252,0.265451,-0.00617557
55000,Carex_distachya|SPA|spm00000588,NA,27.1832,0.616094,0.0482432
56000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,404.677,0.123319
56000,Carex_concinna|MAN|NCBI_Kuzmina_2468,NA,31.4117,2.34077,0.0337946
56000,Carex_rupestris|FRA|spm00005213,NA,27.0696,1.57705,-0.0664445
56000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,31.993,1.37734,-0.00617557
56000,Carex_oedipostyla|SPA|spm00000587,NA,26.7602,0.675861,-0.00337507
57000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,400.811,0.127279
57000,Carex_pilulifera|POR|spm00000583,NA,32.7499,0.0719677,0.00355072
58000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,431.784,0.127279
58000,Carex_pallescens|BRC|spm00002008,NA,31.8442,0.691023,0.0226494
58000,Carex_gracilenta|CHC|spm00005733,NA,33.9021,0.0148782,-0.0184955
58000,Carex_panicea|MAI|spm00001906,NA,29.77,1.67644,0.0848788
58000,Carex_nardina|QUE|spm00001510,NA,31.3785,3.22999,-0.0172811
58000,Carex_bonatiana|EHM|spm00005907,NA,28.2184,3.148,-0.0665583
59000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,411.531,0.197429
59000,Carex_albonigra|ASK|spm00001621,NA,33.3426,1.10333,0.00487151
60000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,418.295,0.193178
60000,Carex_reinii|JAP|spm00006675,NA,31.8165,2.33098,0.0142593
60000,Carex_microglochin|NOR|spm00001705,NA,27.1694,1.2859,0.0120648
60000,Carex_longicruris|EHM|spm00005770,NA,32.0427,1.3954,-0.0109654
60000,Carex_radfordii|SCA|spm00001438,NA,33.8847,0.448434,-0.111573
60000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,31.6011,0.516484,-0.0484201
60000,Carex_lancea|CPP|spm00003764,NA,28.1404,1.05246,-0.0206982
61000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,418.295,0.193178
61000,Carex_hordeistichos|SPA|spm00000579,NA,33.6528,0.875461,0.0120648
61000,Carex_filifolia_var_filifolia|CAL|spm00001432,NA,27.7726,0.136057,0.0585149
61000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,32.5008,0.604626,-0.0484201
62000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,418.295,0.161521
62000,Carex_aethiopica|CPP|spm00004365,NA,33.7918,0.878448,-0.0397808
62000,Carex_filifolia_var_filifolia|CAL|spm00001432,NA,31.0775,0.185266,0.08435
62000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,32.7753,1.05893,-0.0484201
63000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,418.295,0.161521
63000,Carex_liparocarpos_ssp_liparocarpos|SPA|spm00000556,NA,31.579,0.0770599,-0.0318413
63000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,32.0401,1.23108,-0.0484201
63000,Carex_lancea|CPP|spm00003764,NA,31.7765,1.82924,0.056214
64000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,399.959,0.161521
64000,Carex_haydenii|WIS|spm00002433,NA,33.5267,0.465048,0.0156158
64000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,31.5519,1.35369,-0.0876286
65000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,399.45,0.161521
65000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,31.9039,3.19604,-0.0876286
66000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,399.45,0.161521
66000,Carex_radiata|MIC|spm00001198,NA,34.1663,0.133334,0.0689453
66000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,32.1317,3.31805,0.0409988
67000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,399.45,0.161521
67000,Carex_aperta|BRC|spm00001842,NA,34.1045,0.14898,-0.00235304
67000,Carex_melanantha|KGZ|spm00008019,NA,33.8877,0.218967,0.00476428
67000,Carex_digitalis|NWY|NCBI_Waterway_3702,NA,33.5086,0.496066,-0.0204907
67000,Carex_depauperata|YUG|spm00000574,NA,31.3428,0.86604,-0.0383189
67000,Carex_leptopoda|BRC|spm00001399,NA,33.9616,0.546325,0.0470397
67000,Carex_radiata|MIC|spm00001198,NA,33.6573,0.133334,0.0689453
67000,Carex_argyrantha|MRY|spm00000734,NA,32.5757,0.479439,-0.011878
67000,Carex_disperma|ASK|spm00001652,NA,32.4171,0.779468,-0.0354458
67000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,32.3289,2.10761,0.0409988
67000,Carex_satsumensis|TAI|spm00005838,NA,25.575,0.0725716,0.0920344
68000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,422.776,0.161521
68000,Carex_aperta|BRC|spm00001842,NA,34.1045,0.137811,-0.00235304
68000,Carex_digitalis|NWY|NCBI_Waterway_3702,NA,33.2743,0.789822,-0.0204907
68000,Carex_pisiformis_var_sikokiana|KOR|spm00000349,NA,32.6569,2.03994,0.0259379
68000,Carex_tenuiculmis|NZS|NCBI_AK_311164,NA,33.0002,0.499073,-0.0383189
68000,Carex_radiata|MIC|spm00001198,NA,33.6573,0.248296,0.0689453
68000,Carex_onoei|CHM|spm00004513,NA,30.462,2.32695,-0.0299022
68000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,32.2419,1.80343,0.0409988
68000,Carex_satsumensis|TAI|spm00005838,NA,25.9374,0.102651,0.0920344
69000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.595,0.161521
69000,Carex_macrochaeta|ORE|spm00001671,NA,33.8782,0.177654,-0.0583394
69000,Carex_aperta|BRC|spm00001842,NA,34.1045,0.165962,-0.00235304
69000,Carex_stylosa|NFL|spm00001490,NA,31.4102,0.0324056,-0.034528
69000,Carex_inopinata|NZ|NCBI_AUTHOR_Gardner_285,NA,33.8582,1.34687,-0.00266528
69000,Carex_digitalis|NWY|NCBI_Waterway_3702,NA,33.6791,0.478939,-0.0204907
69000,Carex_phacota|KOR|spm00000344,NA,32.3803,1.47788,0.0426577
69000,Carex_fulvorubescens|JAP|spm00006431,NA,31.2293,1.53032,0.0250232
69000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,31.9492,1.14684,0.0409988
70000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.595,0.161521
70000,Carex_stylosa|NFL|spm00001490,NA,31.4102,0.0314536,-0.034528
70000,Carex_rainbowii|NAT|NCBI_Martin_Bravo_2799,NA,33.2171,0.0628306,0.00721439
70000,Carex_phacota|KOR|spm00000344,NA,32.9165,0.57011,0.0426577
70000,Carex_macrandrolepis|KOR|spm00000337,NA,29.9948,1.63345,-0.0584912
70000,Carex_lenta|KOR|NCBI_Jung_2368,NA,31.8713,0.996961,-0.00177637
70000,Carex_colensoi|NZ|NCBI_AUTHOR_Gardner_328,NA,30.1988,0.88592,0.0691057
70000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,32.3799,1.14684,0.0409988
71000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.595,0.161521
71000,Carex_stylosa|NFL|spm00001490,NA,31.7447,0.0192293,-0.028794
71000,Carex_phacota|KOR|spm00000344,NA,32.8673,0.675937,0.0426577
71000,Carex_liparocarpos_ssp_liparocarpos|SPA|spm00000556,NA,32.0502,2.7131,-0.00667789
71000,Carex_muricata_ssp_muricata|POL|spm00004400,NA,34.1111,0.684015,-0.0279084
71000,Carex_leiorhyncha|KOR|spm00002471,NA,31.6488,0.0879839,0.0549608
71000,Carex_fracta|CAL|spm00000896,NA,34.024,0.364595,0.0239001
71000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,32.5236,0.835145,0.0409988
72000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.303,0.149119
72000,Carex_lenta|KOR|NCBI_Jung_2368,Carex_longicruris|EHM|spm00005770,26.5596,1.03496,0.0542868
72000,Carex_pauciflora|ASK|spm00001142,NA,30.5335,0.218028,0.115392
73000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.303,0.160725
73000,Carex_tomentosa|SPA|spm00000568,NA,30.74,0.557685,-0.0194514
74000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,425.685,0.160725
74000,Carex_fimbriata|SWI|spm00000552,NA,30.4346,1.6714,0.0983574
75000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,395.13,0.154787
75000,Carex_angustata|CAL|spm00000713,NA,33.3564,0.302532,-0.00670118
75000,Carex_lithophila|KOR|spm00000328,NA,34.01,1.23049,0.0258899
75000,Carex_satsumensis|TAI|spm00005838,NA,31.5609,0.604901,-0.0235334
76000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,395.13,0.183571
76000,Carex_salina|QUE|spm00001953,NA,34.1509,0.781776,0.0828767
76000,Carex_paulovargasii|MOR|spm00004349,NA,33.7848,0.820159,0.0334527
76000,Carex_grioletii|SPA|spm00000585,NA,31.4573,0.0142152,0.0634608
76000,Carex_anthoxanthea|WAS|spm00001568,NA,34.1378,0.116101,0.00169182
77000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,401.595,0.173127
77000,Carex_augustinowiczii|SAK|spm00007995,NA,33.4841,0.479972,0.00708734
77000,Carex_appendiculata|KHA|spm00006476,NA,33.0985,0.766425,0.0435619
77000,Carex_michauxiana|MAN|spm00001748,NA,33.8701,0.164444,0.121563
77000,Carex_clavispica|EHM|spm00005903,NA,31.8256,0.185107,-0.0216385
77000,Carex_uhligii|NAT|spm00003194,Carex_schimperiana|NAT|spm00007800,31.5666,0.231845,-0.0621701
78000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,385.375,0.131872
