generation,leftchild,rightchild,abstime,betainit,betashift
323000,Carex_satsumensis|TAI|spm00005838,NA,16.5753,0.471823,-0.00107043
324000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,410.12,0.165276
325000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,404.4,0.165276
326000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,376.067,0.13556
326000,Carex_longicruris|EHM|spm00005770,NA,30.4058,0.0459352,0.0118169
327000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,383.015,0.18631
327000,Carex_merrittfernaldii|MAN|spm00001051,NA,34.1385,0.548812,0.0809263
328000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,435.941,0.145056
328000,Carex_arcta|ASK|spm00000710,NA,34.0157,0.798702,-0.047694
329000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,419.765,0.145056
329000,Carex_kirkii||spm00004417,NA,33.8765,1.75492,-0.0379038
330000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,410.709,0.115668
331000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,405.968,0.115668
332000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,405.968,0.115668
333000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,408.76,0.145816
333000,Carex_borealipolaris|MNT|spm00001831,NA,33.8664,0.0135953,-0.0770598
334000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,408.76,0.145816
334000,Carex_frankii|ALA|spm00000939,NA,32.3361,0.188343,0.0719419
335000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,395.688,0.13556
336000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,427.115,0.13556
337000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,408.221,0.145816
337000,Carex_phleoides_ssp_phleoides|CLC|spm00005103,NA,28.9731,0.316715,-0.0381879
338000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,386.098,0.121485
338000,Carex_pulicaris|GRB|spm00005180,NA,32.5575,0.172676,-0.0650041
338000,Carex_oedipostyla|SPA|spm00000587,NA,32.5476,0.852382,0.0201106
339000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,386.098,0.121485
339000,Carex_disperma|ASK|spm00001652,NA,31.2108,0.495999,-0.113546
340000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,387.578,0.181427
341000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,397.071,0.139935
341000,Carex_hispida|KRI|spm00000549,NA,34.1174,0.280708,0.0296597
341000,Carex_filicina|VIE|spm00007873,NA,30.8162,0.297296,0.0332155
341000,Carex_trachycarpa||spm00002713,NA,33.3716,0.42614,-0.000452809
341000,Carex_kaloides|NZ|NCBI_AUTHOR_Gardner_321,NA,33.3326,0.22933,0.0193538
342000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,408.834,0.127519
343000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,390.007,0.127519
344000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,415.103,0.106319
345000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,408.449,0.106319
345000,Carex_castroviejoi|GRC|NCBI_Vargas_3584,NA,33.0113,0.646482,0.0560001
345000,Carex_insaniae_var_insaniae|JAP|spm00005753,NA,34.0686,0.0981226,0.100495
346000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,428.828,0.13556
346000,Carex_duriuscula|ASK|spm00001653,Carex_stenophylla|HUN|spm00002178,29.9554,1.35137,0.0574189
346000,Carex_microglochin|NOR|spm00001705,NA,25.5699,1.01576,-0.0506976
346000,Carex_pachygyna|JAP|spm00002558,NA,31.4759,0.624696,0.0698955
347000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,432.101,0.170029
348000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.241,0.13888
349000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,432.544,0.153166
350000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,428.895,0.153166
350000,Carex_dispalata|JAP|NCBI_Waterway_3652,NA,33.2152,3.18148,-0.0220398
350000,Carex_retroflexa|DEL|spm00001190,NA,32.0074,0.104295,0.0378917
350000,Carex_capensis|CPP|spm00003263,NA,29.6157,0.589419,-0.0232048
351000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.596,0.137695
351000,Carex_gracillima|ALA|spm00000922,NA,33.9548,2.36619,0.00527507
352000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,410.042,0.142965
352000,Carex_mairei|SPA|spm00004367,NA,33.4022,0.752484,-0.0531947
352000,Carex_bonatiana|EHM|spm00005907,NA,27.9674,2.08367,-0.0710925
352000,Carex_siderosticta||spm00007900,NA,33.9167,1.1295,0.00623163
353000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.596,0.137695
354000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,414.918,0.142965
355000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,429.201,0.145866
356000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,384.687,0.135089
357000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,417.478,0.135089
357000,Carex_donnellsmithii||NCBI_Ton_3535,NA,33.068,0.0864135,0.0776752
357000,Carex_parviflora|FRA_|spm00008036,NA,32.5058,0.0460166,-0.0187465
357000,Carex_laeviconica|TEN|spm00001887,NA,33.5448,3.0293,-0.015023
357000,Carex_acaulis|CLS|spm00000518,NA,32.3128,0.38932,-0.000739367
357000,Carex_firma|ITA|spm00000520,NA,31.7922,0.997479,-0.0806602
357000,Carex_disticha|ONT|spm00005395,NA,33.8917,0.51134,-0.0289574
357000,Carex_gibba|CHH|spm00005244,NA,25.286,2.35112,0.000913525
357000,Carex_roraimensis||NCBI_Reznicek_3159,NA,29.4766,0.0508179,0.0633543
357000,Carex_horizontalis|NZS|spm00005106,NA,33.7186,2.86503,-0.00507523
357000,Carex_filifolia_var_filifolia|CAL|spm00001432,NA,26.9003,0.40057,0.055457
357000,Carex_satsumensis|TAI|spm00005838,NA,11.3618,0.234524,-0.0658669
357000,Carex_pachygyna|JAP|spm00002558,NA,32.8179,0.612755,0.0916135
358000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,417.478,0.135089
358000,Carex_buekii|CZE|spm00000558,NA,33.5521,0.176725,-0.0459283
358000,Carex_helodes|POR|NCBI_Jose_2346,NA,32.2313,0.256786,-0.0330314
358000,Carex_disticha|ONT|spm00005395,NA,33.8184,0.241571,-0.0289574
358000,Carex_horizontalis|NZS|spm00005106,NA,33.7186,1.78513,-0.00507523
358000,Carex_satsumensis|TAI|spm00005838,NA,10.4515,1.48753,0.086392
358000,Carex_ciliatomarginata|CH|NCBI_Jin_2300,NA,31.0252,0.825252,0.0475601
359000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.827,0.118638
360000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,400.869,0.126111
360000,Carex_subviridis||spm00004429,NA,33.3613,2.89149,0.0320781
361000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,393.699,0.116807
361000,Carex_ludwigii|NAT|spm00003207,NA,32.4863,0.0311221,0.031041
361000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,33.1011,0.354244,-0.0103791
361000,Carex_longifructus||spm00004426,NA,32.9649,0.307542,-0.0513389
361000,Carex_satsumensis|TAI|spm00005838,NA,6.70474,0.181179,-0.0300004
362000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,410.069,0.116807
362000,Carex_olbiensis|SPA|spm00000586,NA,31.0767,2.42472,0.031605
362000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,33.0123,0.724016,-0.0103791
362000,Carex_integra|CAL|spm00000977,NA,33.1372,0.459678,0.061312
363000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,410.998,0.150791
363000,Carex_longipes|EHM|spm00005772,NA,23.4706,1.10146,0.0517538
363000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.9627,1.33944,0.062514
363000,Carex_bostrychostigma|JAP|spm00003784,NA,31.6064,0.630362,0.0816443
363000,Carex_pachygyna|JAP|spm00002558,NA,30.7063,0.722528,-0.0663838
364000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,404.354,0.150791
364000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.1678,1.42807,0.062514
365000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,415.794,0.150791
365000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,30.1554,5.83151,0.062514
366000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,395.197,0.150791
366000,Carex_eburnea|MIC|spm00000842,NA,33.3279,0.941406,-0.0158564
366000,Carex_rochebrunii|CHT|spm00006409,NA,32.4478,1.58703,0.0101013
366000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.3787,3.8543,0.0581215
366000,Carex_microglochin|NOR|spm00001705,NA,31.0496,1.4692,0.0961067
367000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,420.121,0.150791
367000,Carex_wahuensis_ssp_robusta||NCBI_Amano_SM00027,NA,34.0311,0.502357,-0.0479704
367000,Carex_kitaibeliana|YUG|spm00000539,NA,27.7213,2.73417,0.0771176
367000,Carex_annectens|ALA|spm00000730,NA,33.0794,0.0352864,0.0330411
367000,Carex_rochebrunii|CHT|spm00006409,Carex_planata|JAP|spm00005429,30.989,0.959997,0.0101013
367000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,30.0986,3.8543,0.0581215
368000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,418.904,0.150691
368000,Carex_duriuscula|ASK|spm00001653,Carex_stenophylla|HUN|spm00002178,30.0267,2.23083,-0.00205445
368000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.6934,1.04912,0.022218
369000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,404.371,0.150791
369000,Carex_rainbowii|NAT|NCBI_Martin_Bravo_2799,NA,33.2997,0.952226,0.036983
369000,Carex_dimorpholepis|KOR|NCBI_Na_2916,NA,33.0785,1.658,0.00443641
369000,Carex_longipes|EHM|spm00005772,NA,25.713,0.168848,0.0507654
369000,Carex_rochebrunii|CHT|spm00006409,Carex_planata|JAP|spm00005429,31.5467,0.516424,0.0101013
369000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,30.3837,3.38208,-0.0378405
369000,Carex_opaca|OKL|spm00001133,NA,33.7368,0.137952,0.0400673
369000,Carex_kaloides|NZ|NCBI_AUTHOR_Gardner_321,NA,30.5183,0.395297,-0.0164885
370000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,422.245,0.14161
371000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,416.712,0.14161
372000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,401.067,0.14161
372000,Carex_athrostachya|CAL|spm00000727,NA,33.202,1.63061,-0.0479205
373000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,401.067,0.14161
374000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,393.752,0.14161
375000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,404.876,0.14283
375000,Carex_pachystachya|ASK|spm00001864,NA,33.7928,0.706061,-0.148976
375000,Carex_satsumensis|TAI|spm00005838,NA,5.47064,0.0694067,-0.125839
376000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,407.63,0.14283
377000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.946,0.150691
377000,Carex_duriuscula|ASK|spm00001653,Carex_stenophylla|HUN|spm00002178,29.6584,0.330349,9.91131e-05
377000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.4877,0.960969,0.0740401
377000,Carex_borealipolaris|MNT|spm00001831,NA,33.2833,1.09071,-0.0360374
378000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,411.585,0.131659
379000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,414.15,0.150791
379000,Carex_libera|NZ|NCBI_AUTHOR_Gardner_329,NA,34.0562,0.0782548,-0.0867211
379000,Carex_rochebrunii|CHT|spm00006409,Carex_planata|JAP|spm00005429,30.2925,0.939769,0.0159858
379000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.3581,3.31098,-0.00648816
380000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,390.219,0.14283
380000,Carex_onoei|CHM|spm00004513,NA,31.8362,0.0709483,0.0103809
381000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,396.167,0.156119
381000,Carex_richardsonii|MRY|spm00001220,NA,33.1304,0.511265,0.0135675
381000,Carex_densa|ORE|spm00001669,NA,34.1728,2.70953,-0.0742879
382000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,435.927,0.150691
382000,Carex_duriuscula|ASK|spm00001653,Carex_stenophylla|HUN|spm00002178,30.4395,2.67267,9.91131e-05
382000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.5487,1.24271,0.00158106
382000,Carex_burkei|CPP|spm00007785,NA,34.124,2.47314,0.0236375
383000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,425.507,0.117987
383000,Carex_rochebrunii|CHT|spm00006409,Carex_planata|JAP|spm00005429,30.5061,3.59518,0.0121205
383000,Carex_laeviculmis|CAL|spm00001397,NA,28.741,0.138425,0.0685974
384000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,435.927,0.150691
384000,Carex_duriuscula|ASK|spm00001653,Carex_stenophylla|HUN|spm00002178,30.4349,0.874471,9.91131e-05
384000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.5801,0.665188,0.028402
384000,Carex_multispiculata|NAT|spm00003765,NA,27.8926,0.298792,0.00250572
385000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,427.406,0.150791
385000,Carex_rochebrunii|CHT|spm00006409,Carex_planata|JAP|spm00005429,30.5839,1.15005,0.00956506
385000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,30.7984,1.62084,0.026624
385000,Carex_filifolia_var_filifolia|CAL|spm00001432,NA,26.6579,0.343121,0.0858663
385000,Carex_multispiculata|NAT|spm00003765,NA,27.6068,0.519243,0.0398347
386000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,427.406,0.150791
386000,Carex_mendocinensis|ORE|spm00001673,NA,34.0265,0.709525,0.0431513
386000,Carex_abscondita|MRY|spm00000676,NA,32.4457,0.359539,0.0281662
386000,Carex_myosurus|VIE|spm00007888,NA,34.0382,0.470541,-0.0549626
386000,Carex_vernacula|CAL|spm00005382,NA,33.951,0.30843,0.030134
386000,Carex_rochebrunii|CHT|spm00006409,Carex_planata|JAP|spm00005429,30.5413,1.72355,0.00956506
386000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.8795,0.519012,0.026624
386000,Carex_deweyana_var_deweyana|MAN|spm00001039,NA,33.2403,0.671272,-0.0333228
386000,Carex_neurocarpa|PRM|spm00006483,NA,32.4542,1.42697,0.0178725
387000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.468,0.156119
387000,Carex_stylosa|NFL|spm00001490,NA,32.5039,0.330986,0.0644303
387000,Carex_frigida|SPA|spm00000521,NA,30.8248,0.16383,-0.0400924
387000,Carex_rochebrunii|CHT|spm00006409,Carex_planata|JAP|spm00005429,31.1955,4.4856,0.0121205
387000,Carex_colensoi|NZ|NCBI_AUTHOR_Gardner_328,NA,31.9182,0.695414,-0.116949
387000,Carex_maackii|JAP|spm00002491,NA,28.3115,4.92919,-0.0380363
387000,Carex_gibba|CHH|spm00005244,NA,16.4265,2.16319,-0.0348513
387000,Carex_onoei|CHM|spm00004513,NA,29.6178,2.30481,-0.0358198
388000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,400.463,0.156119
388000,Carex_swanii|ARK|spm00001304,NA,33.4658,1.18599,0.0821712
388000,Carex_cretica|KRI|spm00004382,NA,34.0688,1.41037,0.0599229
388000,Carex_tristis|IRN|spm00000599,NA,33.8356,0.064331,-0.00478808
388000,Carex_tenuiculmis|NZS|NCBI_AK_311164,NA,30.3819,0.608252,0.00620337
388000,Carex_gibba|CHH|spm00005244,NA,15.6213,1.74728,-0.112622
388000,Carex_onoei|CHM|spm00004513,NA,28.1983,2.28873,-0.000590781
389000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,400.463,0.151269
389000,Carex_panicea|MAI|spm00001906,NA,33.2319,0.730384,0.000194846
389000,Carex_satsumensis|TAI|spm00005838,NA,25.1745,0.174707,-0.00478808
390000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,400.463,0.151269
391000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,400.037,0.1187
391000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.1945,1.72123,-0.00120652
391000,Carex_satsumensis|TAI|spm00005838,NA,20.7473,0.34273,-0.0315763
391000,Carex_lingii|CH|NCBI_Yang_3761,Carex_scaposa|CHC|spm00007891,30.8371,1.06525,0.0493988
392000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,400.037,0.1187
392000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.8917,1.927,-0.00120652
392000,Carex_burkei|CPP|spm00007785,NA,32.0855,0.946296,-0.00817619
392000,Carex_lingii|CH|NCBI_Yang_3761,Carex_scaposa|CHC|spm00007891,30.8171,2.01163,0.0493988
393000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,400.037,0.1187
393000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.666,1.0131,-0.00120652
393000,Carex_bonatiana|EHM|spm00005907,NA,22.5745,0.597901,-0.0329669
393000,Carex_lingii|CH|NCBI_Yang_3761,Carex_scaposa|CHC|spm00007891,30.3892,1.22004,0.0493988
394000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,415.374,0.1187
394000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.23,1.28331,0.105947
394000,Carex_drucei||spm00004418,NA,32.8199,0.37799,-0.0275692
394000,Carex_lingii|CH|NCBI_Yang_3761,Carex_scaposa|CHC|spm00007891,31.3253,2.4585,0.0493988
395000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,423.762,0.119966
395000,Carex_scabrata|QUE|NCBI_Waterway_3706,NA,32.5911,1.97243,-0.0217248
395000,Carex_digitalis|NWY|NCBI_Waterway_3702,NA,33.3578,0.253636,0.0198681
395000,Carex_mucronata|ITA|spm00000534,NA,33.0653,2.61198,0.0150435
395000,Carex_brunnea|CHC|spm00007866,NA,31.4293,0.948337,-0.0047014
395000,Carex_laeviculmis|CAL|spm00001397,NA,30.8394,0.461037,-0.0881227
395000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.3128,0.321122,-0.0474214
395000,Carex_fracta|CAL|spm00000896,NA,34.1125,0.283877,-0.032836
395000,Carex_bonatiana|EHM|spm00005907,NA,32.8391,1.46344,-0.016372
396000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,423.762,0.119966
396000,Carex_hebecarpa|EHM|spm00005738,NA,28.7281,1.07503,-0.0519838
396000,Carex_mucronata|ITA|spm00000534,NA,33.4785,2.79943,0.0521494
396000,Carex_brunnea|CHC|spm00007866,NA,29.8071,1.47503,-0.0047014
396000,Carex_laeviculmis|CAL|spm00001397,NA,30.9761,3.40853,-0.0881227
396000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,30.9166,0.370013,-0.0474214
396000,Carex_kaloides|NZ|NCBI_AUTHOR_Gardner_321,NA,30.9075,0.574454,0.0779124
396000,Carex_baldensis|SWI|spm00005242,NA,32.161,0.317668,0.0150335
397000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,417.263,0.143137
397000,Carex_grioletii|SPA|spm00000585,NA,32.8383,0.641011,-0.0162133
397000,Carex_retroflexa|DEL|spm00001190,NA,33.1638,0.39867,0.0374454
398000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,415.374,0.1187
398000,Carex_concinna|MAN|NCBI_Kuzmina_2468,NA,33.8618,1.50851,0.0023206
398000,Carex_mucronata|ITA|spm00000534,NA,28.9012,0.175941,-0.0963046
398000,Carex_elongata|RUC|spm00005949,NA,33.7793,1.27298,0.0779124
398000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.1705,1.22575,0.105947
398000,Carex_appropinquata|GER|spm00002248,NA,29.0613,0.676037,0.0469701
398000,Carex_bostrychostigma|JAP|spm00003784,Carex_dissitiflora|JAP|spm00007871,16.1564,2.06894,-0.0329168
398000,Carex_bostrychostigma|JAP|spm00003784,Carex_dissitiflora|JAP|spm00007871,20.2198,1.2821,0.06147
398000,Carex_ciliatomarginata|CH|NCBI_Jin_2300,NA,31.4945,0.465321,-0.0233034
398000,Carex_lingii|CH|NCBI_Yang_3761,Carex_scaposa|CHC|spm00007891,30.4092,2.0958,0.0493988
399000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,405.87,0.1187
399000,Carex_mertensii|ASK|spm00001056,NA,33.4746,0.268291,0.0713699
399000,Carex_cinerascens|CHM|spm00004514,NA,33.4986,1.60011,-0.0673074
399000,Carex_intumescens|MAI|spm00000975,NA,31.9273,1.29445,0.0783323
399000,Carex_novaeangliae|MAI|spm00001061,NA,33.7164,0.148933,0.052461
399000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.2543,1.1978,0.105947
399000,Carex_nubigena|CHC|spm00003362,NA,30.7971,0.391178,-0.0265087
399000,Carex_bostrychostigma|JAP|spm00003784,Carex_dissitiflora|JAP|spm00007871,16.7456,3.4377,-0.0329168
