generation,N_shifts,logPrior,logLik,eventRate,acceptRate
0,0,-1.72579,-5.94488e+06,10,0
1000,0,-23.3766,-109201,0.252298,0.185
2000,2,-143.31,-12470.6,2.19268,0.174
3000,2,-629.754,-7739.98,4.34262,0.213262
4000,4,-714.374,-7623.33,2.32165,0.271
5000,4,-675.974,-7650.87,7.43462,0.307
6000,3,-678.816,-7649.87,5.21319,0.295
7000,2,-676.957,-7659.21,2.66124,0.295
8000,8,-672.97,-7667.87,5.36392,0.293
9000,10,-675.224,-7668.46,6.44937,0.307
10000,3,-675.718,-7681.62,2.3116,0.29
11000,4,-678.133,-7655.75,3.62333,0.276
12000,8,-651.278,-7625.7,8.2957,0.191817
13000,5,-612.834,-7676.58,15.4327,0.304
14000,6,-614.449,-7672.4,9.81544,0.293
15000,7,-616.047,-7681.24,4.58448,0.285
16000,7,-616.235,-7716.06,4.36731,0.319
17000,2,-660.59,-7670.3,2.74418,0.297
18000,3,-669.284,-7690.06,0.790202,0.305375
19000,4,-674.616,-7694.72,3.16971,0.311375
20000,4,-652.87,-7712.22,5.89894,0.319
21000,5,-676.401,-7698.86,5.65498,0.310667
22000,9,-675.703,-7711.7,9.13331,0.284
23000,3,-658.363,-7726.93,5.03301,0.307
24000,13,-676.472,-7676.52,11.2536,0.315286
25000,11,-689.665,-7694.15,9.63601,0.339
26000,2,-697.157,-7672.76,2.80162,0.321
27000,3,-690.26,-7689.94,7.45004,0.3085
28000,3,-690.944,-7692.85,4.23311,0.272
29000,2,-698.814,-7679.47,3.99116,0.297
30000,5,-668.668,-7692.77,7.40659,0.314
31000,8,-648.734,-7720.28,11.085,0.292
32000,12,-649.763,-7705.4,12.096,0.297
33000,7,-696.606,-7652.05,7.51255,0.323
34000,3,-686.961,-7666.17,5.2691,0.315
35000,2,-684.903,-7676.83,1.32459,0.313
36000,5,-670.836,-7696.99,4.67622,0.3055
37000,2,-665.007,-7718.89,1.11175,0.306
38000,3,-658.422,-7720.67,6.13663,0.301
39000,2,-684.674,-7683.89,1.38732,0.306
40000,1,-668.868,-7684.23,1.01154,0.289
41000,2,-668.702,-7686.28,3.05536,0.308
42000,5,-643.869,-7711.45,5.4245,0.303333
43000,4,-649.385,-7733.61,3.2444,0.324
44000,5,-646.607,-7729.7,11.0758,0.299
45000,3,-645.579,-7727.95,3.22272,0.289
46000,0,-649.442,-7730.18,1.45289,0.261
47000,2,-668.457,-7719.88,1.21458,0.301
48000,5,-670.169,-7678.2,6.37498,0.308571
49000,2,-661.233,-7709.33,1.62018,0.304
50000,4,-671.412,-7746.8,4.67769,0.306
51000,3,-656.674,-7738.74,5.38105,0.307517
52000,2,-650.546,-7712.27,4.17026,0.309667
53000,6,-653.263,-7703.01,9.60888,0.28
54000,2,-651.48,-7697.68,2.5018,0.282
55000,8,-645.673,-7698.47,6.86968,0.292
56000,7,-648.861,-7670.31,5.73162,0.311
57000,6,-652.567,-7681.89,7.72156,0.333
58000,6,-647.417,-7692.77,4.66995,0.33
59000,10,-646.287,-7690.83,9.75934,0.327
60000,9,-641.766,-7705.4,8.61905,0.286
61000,4,-644.649,-7700.8,9.14033,0.315
62000,5,-681.91,-7697.53,4.83396,0.304818
63000,6,-675.159,-7688.76,3.33526,0.297
64000,1,-681.375,-7723.87,4.89077,0.288
65000,2,-673.186,-7686.96,5.71272,0.282
66000,4,-664.961,-7701.86,1.64972,0.333
67000,7,-664.82,-7692.23,7.85818,0.333
68000,6,-696.182,-7697.59,3.53601,0.294304
69000,1,-652.991,-7690.11,1.54982,0.291125
70000,1,-678.582,-7685.45,0.724759,0.296
71000,3,-678.287,-7671.04,4.28672,0.294
72000,15,-684.49,-7703.56,15.1588,0.2945
73000,4,-695.166,-7706.14,5.56401,0.304833
74000,3,-697.289,-7704.08,5.18012,0.322
75000,3,-695.446,-7676.11,3.14538,0.318
76000,7,-642.33,-7722.04,10.5947,0.295
77000,10,-642.082,-7714.91,10.1695,0.306
78000,10,-642.305,-7696.79,9.96784,0.319
79000,8,-664.664,-7677.27,13.7885,0.319625
80000,7,-663.867,-7689.85,8.16479,0.345
81000,15,-692.536,-7690.04,14.085,0.311556
82000,1,-679.426,-7702.07,1.26952,0.308906
83000,1,-682.074,-7718.56,0.821653,0.307
84000,7,-702.578,-7652.79,9.27235,0.327333
85000,4,-693.928,-7664.61,4.04229,0.279
86000,8,-691.661,-7660.56,7.97376,0.299
87000,5,-689.869,-7684.26,3.75675,0.294
88000,5,-696.473,-7677.43,7.75313,0.286
89000,5,-695.031,-7685.34,8.82297,0.303667
90000,4,-651.642,-7704.22,4.15752,0.314
91000,4,-651.075,-7718.86,5.39311,0.315
92000,7,-656.634,-7710.86,4.7835,0.295
93000,6,-651.721,-7710.91,4.76199,0.307
94000,6,-705.068,-7685.33,3.28486,0.325
95000,2,-685.999,-7686.43,5.75324,0.300083
