"","0","1","2","3","4","5","6","7","8","9","10","12","13"
"0",1,2.07979448463878,4.08792069413244,7.56463404867147,15.6619328175332,32.8425985143423,54.6162946469106,84.8207606258839,168.239525208365,841.197626041824,1529.45022916695,632.004226928493,1149.09859441544
"1",0.480816738089236,1,1.96554069372025,3.63720266812099,7.53051944949905,15.7912710880404,26.2604286386482,40.7832414463854,80.8923797283678,404.461898641839,735.385270257889,303.878210850367,552.505837909759
"2",0.244623140912528,0.50876585928489,1,1.85048454083987,3.83127119858596,8.03405960430754,13.3604095415314,20.7491208788934,41.1552810821027,205.776405410513,374.138918928206,154.602859061242,281.096107384077
"3",0.132194101336022,0.274936562860438,0.540399002493766,1,2.07041513399895,4.34159779614325,7.21995198915175,11.2128042255766,22.2402728441188,111.201364220594,202.184298582898,83.5472308193795,151.904056035235
"4",0.0638490799092513,0.132792964244521,0.261009975062344,0.482994923857868,1,2.0969696969697,3.48720016125781,5.41572752316554,10.7419388889234,53.7096944446169,97.6539898993035,40.3528883881419,73.3688879784399
"5",0.0304482606503655,0.063326124567474,0.124470074812968,0.230329949238579,0.476878612716763,1,1.6629711751663,2.58264462809917,5.12260091523803,25.6130045761901,46.5690992294366,19.2434294336515,34.98805351573
"6",0.0183095540710865,0.0380801095732411,0.0748480049875312,0.138505076142132,0.286763005780347,0.601333333333333,1,1.5530303030303,3.08039068369647,15.4019534184823,28.0035516699679,11.5717155661024,21.039482847459
"7",0.0117895665238215,0.024519875432526,0.048194812967581,0.0891837563451777,0.184647398843931,0.3872,0.64390243902439,1,1.98347107438017,9.91735537190083,18.0315552216379,7.45105587670986,13.5473743212907
"8",0.00594390645576002,0.0123621038638985,0.0242982182044888,0.0449634771573604,0.093093063583815,0.195213333333333,0.324634146341463,0.504166666666667,1,5,9.09090909090909,3.75657400450789,6.8301345536507
"9",0.001188781291152,0.0024724207727797,0.00485964364089776,0.00899269543147208,0.018618612716763,0.0390426666666667,0.0649268292682927,0.100833333333333,0.2,1,1.81818181818182,0.751314800901578,1.36602691073014
"10",0.000653829710133602,0.00135983142502884,0.00267280400249377,0.00494598248730964,0.0102402369942197,0.0214734666666667,0.035709756097561,0.0554583333333333,0.11,0.55,1,0.413223140495868,0.751314800901578
"12",0.00158226789852332,0.00329079204856978,0.00646818568603491,0.0119692776192893,0.0247813735260116,0.0519657893333333,0.0864176097560976,0.134209166666667,0.2662,1.331,2.42,1,1.81818181818182
"13",0.000870247344187825,0.00180993562671338,0.0035575021273192,0.00658310269060914,0.0136297554393064,0.0285811841333333,0.0475296853658537,0.0738150416666667,0.14641,0.73205,1.331,0.55,1
