generation,leftchild,rightchild,abstime,betainit,betashift
21000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4606.6,0.204038
22000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4633.51,0.215284
22000,Carex_richardsonii|MRY|spm00001220,NA,32.1019,0.944137,0.0140111
23000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4643.24,0.261279
23000,Carex_obscura|CHT|spm00003376,NA,33.6629,0.582137,-0.0412482
24000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4495.01,0.219743
25000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4519.61,0.219743
25000,Carex_fusiformis|EHM|spm00005727,NA,29.0963,0.312337,0.0431517
26000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4531.74,0.233076
27000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4531.74,0.233076
28000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4479.92,0.215518
29000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4526.85,0.202185
30000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4472.38,0.207583
31000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4490.52,0.207583
31000,Carex_arnellii|SWE|spm00003783,NA,32.8885,1.0698,0.0186344
32000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4490.52,0.207583
33000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4490.52,0.207583
33000,Carex_atherodes|BRC|spm00001849,NA,33.7911,1.3835,0.0297188
33000,Carex_pisiformis_var_pisiformis|CHS|spm00000095,NA,31.9423,0.193899,0.0870358
33000,Carex_pachystachya|ASK|spm00001864,NA,33.4391,0.255415,-0.062211
34000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4490.52,0.207583
34000,Carex_cusickii|BRC|spm00002004,NA,34.0721,0.0800493,-0.00140372
34000,Carex_paniculata_ssp_paniculata|GRC|spm00006108,NA,33.043,0.0260258,-0.0137318
34000,Carex_neurocarpa|PRM|spm00006483,NA,31.7613,0.13551,0.0011743
35000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4490.52,0.207583
35000,Carex_fuscula|CLC|spm00004370,NA,33.692,4.69604,0.0396938
35000,Carex_drucei||spm00004418,NA,33.9124,1.34946,0.043854
36000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4550.11,0.196072
37000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4513.02,0.207392
37000,Carex_rhizina_ssp_rhizina|AUT|spm00002182,NA,33.724,0.243368,-0.0454088
38000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4405.78,0.224294
38000,Carex_waponahkikensis|MAI|spm00002632,NA,33.955,0.0875427,-0.0383376
38000,Carex_nardina|QUE|spm00001510,NA,25.5484,0.225963,-0.0423723
38000,Carex_curvula_ssp_curvula|SPA|spm00003091,NA,29.9137,0.294289,0.0146243
39000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4405.78,0.224294
39000,Carex_styloflexa|GEO|spm00001299,NA,32.9295,2.00082,0.0371522
40000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4587.91,0.199367
41000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4555.36,0.224407
42000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4524.59,0.224407
42000,Carex_fusiformis|EHM|spm00005727,NA,32.1112,0.242858,0.0196348
42000,Carex_arcta|ASK|spm00000710,NA,33.3657,0.216383,-0.0354874
43000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4554.84,0.224407
44000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4554.84,0.224407
45000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4522.26,0.224407
45000,Carex_heleonastes|ABT|spm00001954,NA,34.0639,0.829379,-0.045537
46000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4406.55,0.224407
46000,Carex_densifimbriata|CH|NCBI_Liuo_2556,NA,31.4841,0.161875,-0.096098
47000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4406.55,0.224407
47000,Carex_gholsonii|ALA|spm00000953,NA,34.1547,0.577125,-0.000154355
48000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4631.63,0.19601
48000,Carex_pilosa|YUG|spm00000563,NA,33.1236,1.15675,0.0400899
49000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4415.32,0.19672
49000,Carex_tristis|IRN|spm00000599,NA,33.7665,1.76712,0.0460699
50000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4517.08,0.217556
51000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4594.64,0.231356
52000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4505.76,0.231356
52000,Carex_pendula|FRA|spm00007935,NA,34.1738,0.425285,0.0133914
53000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4550.41,0.231356
53000,Carex_norvegica|ORE|spm00001616,NA,33.7731,0.209173,0.0693405
53000,Carex_wahuensis_ssp_robusta||NCBI_Amano_SM00027,NA,33.9892,0.40731,0.018859
53000,Carex_ludwigii|NAT|spm00003207,NA,28.3019,0.981508,-0.031905
54000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4550.41,0.231356
54000,Carex_reinii|JAP|spm00006675,NA,31.1853,0.576185,-0.0215851
55000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4566.82,0.231356
55000,Carex_longipes|EHM|spm00005772,NA,21.7985,0.781916,0.0302124
56000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4483.75,0.227758
57000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4476.01,0.232061
57000,Carex_muehlenbergii_var_muehlenbergii|WIS|spm00002520,NA,33.0095,2.15909,0.0153611
57000,Carex_capensis|CPP|spm00003263,NA,30.993,0.289754,0.0443759
58000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4562.83,0.211966
59000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4562.83,0.172879
59000,Carex_dacica|ICE|spm00003155,NA,33.8376,0.487898,-0.0363815
59000,Carex_scirpoidea_ssp_scirpoidea|ASK|spm00001248,NA,33.7514,0.0466019,-0.0168073
59000,Carex_albonigra|ASK|spm00001621,NA,33.2002,0.397999,-0.0270728
59000,Carex_sprengelii|NBR|spm00001766,NA,32.0166,0.0658083,-0.0300638
59000,Carex_bostrychostigma|JAP|spm00003784,NA,31.0327,0.550334,-0.031553
60000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4476.01,0.223408
60000,Carex_kwangsiensis|CH|NCBI_Liuo_2555,NA,31.5492,1.633,-0.0107251
61000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4476.01,0.223408
62000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4506.22,0.223408
63000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4474.44,0.172879
64000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4394.93,0.175969
65000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4456.25,0.227143
66000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4566.48,0.209946
67000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4499.02,0.206124
68000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4528.26,0.205653
69000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4538.32,0.231391
69000,Carex_foetida|SWI|spm00000565,NA,33.6022,0.104477,0.0612049
69000,Carex_davyi|CAL|spm00001459,NA,33.2863,0.45145,0.00940238
70000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4542.74,0.228498
71000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4509.81,0.228498
72000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4450.09,0.192912
72000,Carex_pilulifera|POR|spm00000583,NA,33.9621,0.514864,0.00422812
73000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4550.25,0.234774
74000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4506.14,0.234774
74000,Carex_punctata|GRB|NCBI_Smith_3418,NA,33.4817,3.18089,-0.0474897
74000,Carex_intumescens|MAI|spm00000975,NA,33.6598,0.126228,0.0267289
74000,Carex_muricata_ssp_muricata|POL|spm00004400,NA,33.2826,0.36213,-0.0964288
74000,Carex_microglochin|NOR|spm00001705,NA,24.0059,0.104121,-0.0886013
74000,Carex_distachya|SPA|spm00000588,NA,30.5656,0.546668,0.055641
75000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4506.14,0.234774
75000,Carex_chordorrhiza|BRC|spm00001925,NA,30.6089,0.378695,0.0598817
76000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4482.85,0.225021
77000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4544.36,0.223548
77000,Carex_durieui|SPA|spm00004386,NA,31.7686,1.05904,0.0233589
78000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4544.36,0.223548
79000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4503.41,0.19988
80000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4350.76,0.22014
81000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4464.78,0.182211
82000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4464.78,0.221321
83000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4478.12,0.206992
84000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4464.78,0.198466
84000,Carex_folliculata|DEL|spm00000911,NA,33.7238,0.079574,-0.0410486
85000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4483.78,0.198466
86000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4429.5,0.237014
87000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4429.5,0.22729
87000,Carex_pallescens|BRC|spm00002008,NA,33.8409,0.426679,0.00543088
88000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4429.5,0.22729
88000,Carex_divisa|MRY|spm00002064,NA,33.5268,2.2672,-0.0191302
89000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4429.5,0.22729
89000,Carex_hirtissima|CAL|spm00001694,NA,33.7392,0.170275,0.0539783
90000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4544.17,0.208912
90000,Carex_panicea|MAI|spm00001906,NA,30.9754,0.250839,0.0579732
91000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4544.17,0.255234
91000,Carex_gibba|CHH|spm00005244,NA,32.5833,0.0183836,0.0695503
92000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4507.85,0.218988
93000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4507.85,0.218988
94000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4472.88,0.218988
95000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4459.66,0.218988
95000,Carex_leptalea|MIC|spm00001032,NA,31.7192,0.307814,0.0398451
96000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4477.39,0.212659
97000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4477.39,0.212659
97000,Carex_vulpinoidea|CAL|spm00001351,NA,33.0744,1.63396,0.0145562
98000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4449.61,0.199355
99000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4482.2,0.240789
99000,Carex_aterrima_ssp_aterrima|CZE|spm00007989,NA,34.1005,0.551165,0.0530714
100000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4430.23,0.199355
101000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4430.23,0.198095
101000,Carex_mertensii|ASK|spm00001056,NA,33.4547,2.07582,-0.0396815
102000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4430.23,0.180108
103000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4523.46,0.212975
103000,Carex_mairei|SPA|spm00004367,NA,34.1058,0.375884,-0.0211967
103000,Carex_longipes|EHM|spm00005772,NA,27.5778,0.315343,-0.0729283
103000,Carex_microglochin|NOR|spm00001705,NA,26.2322,0.666788,-0.143569
104000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4525.41,0.192411
104000,Carex_jackiana_ssp_parciflora|JAP|NCBI_Waterway_3674,NA,32.9664,0.64769,-0.0305047
104000,Carex_rosea|MAI|spm00001214,NA,33.3367,0.5731,0.00291319
104000,Carex_microglochin|NOR|spm00001705,NA,32.923,0.625604,-0.0595314
104000,Carex_ludwigii|NAT|spm00003207,NA,28.3181,1.17152,-0.0919305
105000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4470.65,0.190785
106000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4453.56,0.188575
107000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4422.74,0.231953
107000,Carex_depauperata|YUG|spm00000574,NA,32.6096,1.61603,0.0525139
107000,Carex_lancea|CPP|spm00003764,NA,33.3249,1.626,0.0662358
108000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4422.74,0.17961
108000,Carex_resectans|NZN|spm00002618,NA,32.3353,0.00998444,0.00930838
108000,Carex_microglochin|NOR|spm00001705,NA,32.9053,0.49146,0.0133472
108000,Carex_curvula_ssp_curvula|SPA|spm00003091,NA,31.0628,0.379243,0.0983377
109000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4422.74,0.17961
110000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4422.74,0.189123
111000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4367.99,0.189123
111000,Carex_oedipostyla|SPA|spm00000587,NA,30.8859,0.411527,-0.0326886
111000,Carex_dissitiflora|JAP|spm00007871,NA,29.6409,0.19481,0.108565
111000,Carex_scaposa|CHC|spm00007891,NA,33.9255,0.279099,-0.02723
112000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4348.61,0.216551
113000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4442.88,0.189123
114000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4423.17,0.194681
114000,Carex_meyeriana|MON|spm00008024,NA,34.1343,0.0987726,0.0239166
114000,Carex_frigida|SPA|spm00000521,NA,31.9953,1.83795,0.080164
115000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4423.17,0.194681
116000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4407.63,0.214802
117000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4495.07,0.214802
118000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4495.07,0.214802
119000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4513.26,0.214802
119000,Carex_makinoensis|JAP|spm00006665,NA,33.4705,0.203121,-0.124004
119000,Carex_leiorhyncha|KOR|spm00002471,NA,33.7059,1.55075,-0.0457667
120000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4438.94,0.189261
120000,Carex_frankii|ALA|spm00000939,NA,32.7184,2.0808,-0.038357
120000,Carex_ericetorum|ITA|spm00000551,NA,34.0531,0.45468,-0.00168689
120000,Carex_rupestris|FRA|spm00005213,NA,28.9022,2.23249,-0.0258183
121000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4467.79,0.189261
122000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4467.79,0.20453
123000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4433.41,0.202298
124000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4433.41,0.242892
124000,Carex_petricosa_var_petricosa|NWT|NCBI_Gillespie_1850,NA,33.8367,2.58456,0.0268631
125000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,4451.77,0.234033
125000,Carex_mucronata|ITA|spm00000534,NA,31.6168,0.0552458,-0.00382428
